Date,D0,Value
1999-09,1TGT,1.125
1999-09,EG3M,1.0390000000000001
1999-09,1M,1.19167
1999-09,3M0,1.915
1999-09,6M,1.86333
1999-09,12M,2.06167
1999-09,3M1,6.08375
1999-09,3M2,0.23625
1999-09,3M3,5.560309999999999
1999-09,3M4,3.08813
1999-10,SARON,0.842857
1999-10,1TGT,0.875
1999-10,EG3M,1.952
1999-10,1M,1.17333
1999-10,3M0,2.045
1999-10,6M,2.1
1999-10,12M,2.4333299999999998
1999-10,3M1,6.185
1999-10,3M2,0.28188
1999-10,3M3,6.0
1999-10,3M4,3.49
1999-11,SARON,1.090909
1999-11,1TGT,0.875
1999-11,EG3M,1.589
1999-11,1M,2.04333
1999-11,3M0,1.8616700000000002
1999-11,6M,1.87333
1999-11,12M,2.24667
1999-11,3M1,6.115
1999-11,3M2,0.325
1999-11,3M3,5.99875
1999-11,3M4,3.4475
1999-12,SARON,1.7241380000000002
1999-12,1TGT,1.09375
1999-12,EG3M,1.912
1999-12,1M,1.58833
1999-12,3M0,1.84667
1999-12,6M,1.945
1999-12,12M,2.20667
1999-12,3M1,6.00125
1999-12,3M2,0.19375
1999-12,3M3,6.0784400000000005
1999-12,3M4,3.33875
2000-01,SARON,2.28
2000-01,1TGT,2.0625
2000-01,EG3M,1.7
2000-01,1M,2.06833
2000-01,3M0,2.13167
2000-01,6M,2.26167
2000-01,12M,2.67333
2000-01,3M1,6.0775
2000-01,3M2,0.1275
2000-01,3M3,6.2259400000000005
2000-01,3M4,3.49125
2000-02,SARON,1.3285719999999999
2000-02,1TGT,1.8
2000-02,EG3M,2.231
2000-02,1M,2.2
2000-02,3M0,2.4416700000000002
2000-02,6M,2.68833
2000-02,12M,3.08333
2000-02,3M1,6.10875
2000-02,3M2,0.13
2000-02,3M3,6.25375
2000-02,3M4,3.63
2000-03,SARON,2.312188
2000-03,1TGT,2.35
2000-03,EG3M,2.7289999999999996
2000-03,1M,2.575
2000-03,3M0,2.855
2000-03,6M,3.1
2000-03,12M,3.44
2000-03,3M1,6.29
2000-03,3M2,0.1175
2000-03,3M3,6.25125
2000-03,3M4,3.83
2000-04,SARON,2.7
2000-04,1TGT,2.95
2000-04,EG3M,2.753
2000-04,1M,3.1
2000-04,3M0,3.24333
2000-04,6M,3.4266699999999997
2000-04,12M,3.72667
2000-04,3M1,6.5025
2000-04,3M2,0.1125
2000-04,3M3,6.365
2000-04,3M4,4.09438
2000-05,SARON,2.98
2000-05,1TGT,2.7
2000-05,EG3M,2.889
2000-05,1M,2.78333
2000-05,3M0,3.16
2000-05,6M,3.4666699999999997
2000-05,12M,3.86
2000-05,3M1,6.8625
2000-05,3M2,0.1025
2000-05,3M3,6.27891
2000-05,3M4,4.4543800000000005
2000-06,SARON,3.057143
2000-06,1TGT,3.05
2000-06,EG3M,3.19
2000-06,1M,3.23667
2000-06,3M0,3.39667
2000-06,6M,3.64333
2000-06,12M,3.8416699999999997
2000-06,3M1,6.76938
2000-06,3M2,0.235
2000-06,3M3,6.22484
2000-06,3M4,4.54875
2000-07,SARON,2.802174
2000-07,1TGT,3.0
2000-07,EG3M,3.247
2000-07,1M,3.21
2000-07,3M0,3.44
2000-07,6M,3.76
2000-07,12M,3.9733300000000003
2000-07,3M1,6.7218800000000005
2000-07,3M2,0.19813
2000-07,3M3,6.22625
2000-07,3M4,4.6375
2000-08,SARON,3.1022529999999997
2000-08,1TGT,2.96
2000-08,EG3M,3.279
2000-08,1M,3.265
2000-08,3M0,3.4866699999999997
2000-08,6M,3.74
2000-08,12M,3.9
2000-08,3M1,6.68
2000-08,3M2,0.40488
2000-08,3M3,6.24625
2000-08,3M4,4.885
2000-09,SARON,3.03
2000-09,1TGT,3.1
2000-09,EG3M,3.2910000000000004
2000-09,1M,3.2816699999999996
2000-09,3M0,3.585
2000-09,6M,3.62
2000-09,12M,3.7366699999999997
2000-09,3M1,6.81125
2000-09,3M2,0.54
2000-09,3M3,6.1775
2000-09,3M4,4.99375
2000-10,SARON,3.025
2000-10,1TGT,3.08
2000-10,EG3M,3.319
2000-10,1M,3.21667
2000-10,3M0,3.4916699999999996
2000-10,6M,3.58
2000-10,12M,3.6816699999999996
2000-10,3M1,6.76
2000-10,3M2,0.5225
2000-10,3M3,6.145630000000001
2000-10,3M4,5.1375
2000-11,SARON,2.8805970000000003
2000-11,1TGT,2.93
2000-11,EG3M,3.319
2000-11,1M,3.45
2000-11,3M0,3.47833
2000-11,6M,3.5366699999999995
2000-11,12M,3.6133300000000004
2000-11,3M1,6.715
2000-11,3M2,0.5575
2000-11,3M3,6.03531
2000-11,3M4,5.0475
2000-12,SARON,3.5472
2000-12,1TGT,3.5
2000-12,EG3M,3.202
2000-12,1M,3.3666699999999996
2000-12,3M0,3.37
2000-12,6M,3.37
2000-12,12M,3.3683300000000003
2000-12,3M1,6.39875
2000-12,3M2,0.545
2000-12,3M3,5.8990599999999995
2000-12,3M4,4.85438
2001-01,SARON,3.276934
2001-01,1TGT,3.36
2001-01,EG3M,3.202
2001-01,1M,3.45833
2001-01,3M0,3.42
2001-01,6M,3.3466699999999996
2001-01,12M,3.2966699999999998
2001-01,3M1,5.42125
2001-01,3M2,0.475
2001-01,3M3,5.79406
2001-01,3M4,4.74188
2001-02,SARON,3.2519810000000002
2001-02,1TGT,3.3
2001-02,EG3M,3.2710000000000004
2001-02,1M,3.43
2001-02,3M0,3.4283300000000003
2001-02,6M,3.365
2001-02,12M,3.3
2001-02,3M1,5.0525
2001-02,3M2,0.29625
2001-02,3M3,5.64688
2001-02,3M4,4.76875
2001-03,SARON,3.2674689999999997
2001-03,1TGT,3.35
2001-03,EG3M,3.102
2001-03,1M,3.365
2001-03,3M0,3.325
2001-03,6M,3.18833
2001-03,12M,3.08333
2001-03,3M1,4.87875
2001-03,3M2,0.1275
2001-03,3M3,5.52641
2001-03,3M4,4.560630000000001
2001-04,SARON,3.021387
2001-04,1TGT,3.1
2001-04,EG3M,2.9010000000000002
2001-04,1M,3.17667
2001-04,3M0,3.175
2001-04,6M,3.185
2001-04,12M,3.18833
2001-04,3M1,4.33625
2001-04,3M2,0.0825
2001-04,3M3,5.34047
2001-04,3M4,4.81
2001-05,SARON,3.245848
2001-05,1TGT,3.25
2001-05,EG3M,2.949
2001-05,1M,3.28
2001-05,3M0,3.205
2001-05,6M,3.19667
2001-05,12M,3.205
2001-05,3M1,3.99
2001-05,3M2,0.0675
2001-05,3M3,5.25375
2001-05,3M4,4.52625
2001-06,SARON,3.2756119999999997
2001-06,1TGT,3.25
2001-06,EG3M,3.042
2001-06,1M,3.2833300000000003
2001-06,3M0,3.23667
2001-06,6M,3.18667
2001-06,12M,3.1266700000000003
2001-06,3M1,3.83625
2001-06,3M2,0.0775
2001-06,3M3,5.2939099999999994
2001-06,3M4,4.44
2001-07,SARON,3.196484
2001-07,1TGT,3.2
2001-07,EG3M,2.9930000000000003
2001-07,1M,3.25333
2001-07,3M0,3.19
2001-07,6M,3.1266700000000003
2001-07,12M,3.04333
2001-07,3M1,3.67
2001-07,3M2,0.08563
2001-07,3M3,5.24625
2001-07,3M4,4.4471300000000005
2001-08,SARON,3.0083330000000004
2001-08,1TGT,3.3
2001-08,EG3M,3.03
2001-08,1M,3.3383300000000005
2001-08,3M0,3.15667
2001-08,6M,3.0
2001-08,12M,2.88
2001-08,3M1,3.4625
2001-08,3M2,0.06938
2001-08,3M3,4.93375
2001-08,3M4,4.25225
2001-09,SARON,2.034093
2001-09,1TGT,2.12
2001-09,EG3M,2.032
2001-09,1M,2.24667
2001-09,3M0,2.28333
2001-09,6M,2.28
2001-09,12M,2.31333
2001-09,3M1,2.59
2001-09,3M2,0.085
2001-09,3M3,4.52656
2001-09,3M4,3.6526300000000003
2001-10,SARON,2.114768
2001-10,1TGT,2.15
2001-10,EG3M,1.992
2001-10,1M,2.14167
2001-10,3M0,2.09
2001-10,6M,1.9466700000000001
2001-10,12M,1.895
2001-10,3M1,2.2
2001-10,3M2,0.07625
2001-10,3M3,4.22125
2001-10,3M4,3.5225
2001-11,SARON,2.030659
2001-11,1TGT,2.18
2001-11,EG3M,1.9480000000000002
2001-11,1M,2.10333
2001-11,3M0,2.00333
2001-11,6M,1.9866700000000002
2001-11,12M,2.095
2001-11,3M1,2.03188
2001-11,3M2,0.08
2001-11,3M3,4.02375
2001-11,3M4,3.3575
2001-12,SARON,1.4118600000000001
2001-12,1TGT,1.65
2001-12,EG3M,1.653
2001-12,1M,1.79
2001-12,3M0,1.83833
2001-12,6M,1.84833
2001-12,12M,1.9966700000000002
2001-12,3M1,1.88125
2001-12,3M2,0.09875
2001-12,3M3,4.09719
2001-12,3M4,3.3
2002-01,SARON,1.2276200000000002
2002-01,1TGT,1.42
2002-01,EG3M,1.589
2002-01,1M,1.61333
2002-01,3M0,1.6966700000000001
2002-01,6M,1.78167
2002-01,12M,2.10167
2002-01,3M1,1.88
2002-01,3M2,0.09
2002-01,3M3,4.0575
2002-01,3M4,3.3688800000000003
2002-02,SARON,1.597788
2002-02,1TGT,1.68
2002-02,EG3M,1.5530000000000002
2002-02,1M,1.705
2002-02,3M0,1.73833
2002-02,6M,1.82667
2002-02,12M,2.125
2002-02,3M1,1.9
2002-02,3M2,0.11375
2002-02,3M3,4.05625
2002-02,3M4,3.36513
2002-03,SARON,1.267829
2002-03,1TGT,1.32
2002-03,EG3M,1.5290000000000001
2002-03,1M,1.51
2002-03,3M0,1.635
2002-03,6M,1.7466700000000002
2002-03,12M,2.18667
2002-03,3M1,2.03
2002-03,3M2,0.0875
2002-03,3M3,4.18688
2002-03,3M4,3.45
2002-04,SARON,1.390159
2002-04,1TGT,1.51
2002-04,EG3M,1.4409999999999998
2002-04,1M,1.52
2002-04,3M0,1.57
2002-04,6M,1.69167
2002-04,12M,2.06
2002-04,3M1,1.92
2002-04,3M2,0.0825
2002-04,3M3,4.15031
2002-04,3M4,3.385
2002-05,SARON,0.925327
2002-05,1TGT,1.03
2002-05,EG3M,1.151
2002-05,1M,1.17333
2002-05,3M0,1.23167
2002-05,6M,1.40333
2002-05,12M,1.83
2002-05,3M1,1.89625
2002-05,3M2,0.0725
2002-05,3M3,4.1906300000000005
2002-05,3M4,3.4831300000000005
2002-06,SARON,0.989017
2002-06,1TGT,1.02
2002-06,EG3M,1.079
2002-06,1M,1.16167
2002-06,3M0,1.2433299999999998
2002-06,6M,1.35333
2002-06,12M,1.72833
2002-06,3M1,1.86
2002-06,3M2,0.07125
2002-06,3M3,4.14656
2002-06,3M4,3.44
2002-07,SARON,0.6679649999999999
2002-07,1TGT,0.64
2002-07,EG3M,0.5529999999999999
2002-07,1M,0.76667
2002-07,3M0,0.8216700000000001
2002-07,6M,0.915
2002-07,12M,1.1483299999999999
2002-07,3M1,1.82375
2002-07,3M2,0.06813
2002-07,3M3,4.0025
2002-07,3M4,3.3775
2002-08,SARON,0.563646
2002-08,1TGT,0.6
2002-08,EG3M,0.57
2002-08,1M,0.68167
2002-08,3M0,0.75167
2002-08,6M,0.805
2002-08,12M,0.9883299999999999
2002-08,3M1,1.80625
2002-08,3M2,0.06437999999999999
2002-08,3M3,4.00875
2002-08,3M4,3.35475
2002-09,SARON,0.520149
2002-09,1TGT,0.65
2002-09,EG3M,0.5489999999999999
2002-09,1M,0.71667
2002-09,3M0,0.74833
2002-09,6M,0.755
2002-09,12M,0.84667
2002-09,3M1,1.79
2002-09,3M2,0.06875
2002-09,3M3,3.94063
2002-09,3M4,3.2921300000000002
2002-10,SARON,0.511628
2002-10,1TGT,0.53
2002-10,EG3M,0.495
2002-10,1M,0.675
2002-10,3M0,0.74333
2002-10,6M,0.76667
2002-10,12M,0.84667
2002-10,3M1,1.68625
2002-10,3M2,0.0725
2002-10,3M3,3.95
2002-10,3M4,3.25581
2002-11,SARON,0.510283
2002-11,1TGT,0.59
2002-11,EG3M,0.44
2002-11,1M,0.73833
2002-11,3M0,0.745
2002-11,6M,0.76667
2002-11,12M,0.9416700000000001
2002-11,3M1,1.425
2002-11,3M2,0.0675
2002-11,3M3,4.03141
2002-11,3M4,3.04413
2002-12,SARON,0.398876
2002-12,1TGT,0.44
2002-12,EG3M,0.276
2002-12,1M,0.6066699999999999
2002-12,3M0,0.6166699999999999
2002-12,6M,0.6383300000000001
2002-12,12M,0.685
2002-12,3M1,1.38
2002-12,3M2,0.065
2002-12,3M3,4.0225
2002-12,3M4,2.86125
2003-01,SARON,0.49564899999999995
2003-01,1TGT,0.48
2003-01,EG3M,0.239
2003-01,1M,0.59167
2003-01,3M0,0.60333
2003-01,6M,0.615
2003-01,12M,0.715
2003-01,3M1,1.35
2003-01,3M2,0.06125
2003-01,3M3,3.9625
2003-01,3M4,2.80463
2003-02,SARON,0.528247
2003-02,1TGT,0.49
2003-02,EG3M,0.4
2003-02,1M,0.58167
2003-02,3M0,0.57167
2003-02,6M,0.56833
2003-02,12M,0.58
2003-02,3M1,1.34
2003-02,3M2,0.059379999999999995
2003-02,3M3,3.68344
2003-02,3M4,2.53038
2003-03,SARON,0.176547
2003-03,1TGT,0.17
2003-03,EG3M,0.17
2003-03,1M,0.295
2003-03,3M0,0.31333
2003-03,6M,0.35667
2003-03,12M,0.50333
2003-03,3M1,1.27875
2003-03,3M2,0.05687999999999999
2003-03,3M3,3.6570300000000002
2003-03,3M4,2.52
2003-04,SARON,0.092553
2003-04,1TGT,0.11
2003-04,EG3M,0.132
2003-04,1M,0.26666999999999996
2003-04,3M0,0.30833
2003-04,6M,0.36333000000000004
2003-04,12M,0.52667
2003-04,3M1,1.31
2003-04,3M2,0.06
2003-04,3M3,3.6218800000000004
2003-04,3M4,2.52688
2003-05,SARON,0.122552
2003-05,1TGT,0.1
2003-05,EG3M,0.14
2003-05,1M,0.24333000000000002
2003-05,3M0,0.28167
2003-05,6M,0.31833
2003-05,12M,0.40166999999999997
2003-05,3M1,1.28
2003-05,3M2,0.05625
2003-05,3M3,3.62563
2003-05,3M4,2.27438
2003-06,SARON,0.12311
2003-06,1TGT,0.13
2003-06,EG3M,0.11900000000000001
2003-06,1M,0.26333
2003-06,3M0,0.28833000000000003
2003-06,6M,0.33
2003-06,12M,0.43667
2003-06,3M1,1.11625
2003-06,3M2,0.05625
2003-06,3M3,3.64125
2003-06,3M4,2.14275
2003-07,SARON,0.09597699999999999
2003-07,1TGT,0.08
2003-07,EG3M,0.099
2003-07,1M,0.23833000000000001
2003-07,3M0,0.28667
2003-07,6M,0.345
2003-07,12M,0.46667
2003-07,3M1,1.11438
2003-07,3M2,0.0525
2003-07,3M3,3.44125
2003-07,3M4,2.12013
2003-08,SARON,0.072378
2003-08,1TGT,0.08
2003-08,EG3M,0.11900000000000001
2003-08,1M,0.24333000000000002
2003-08,3M0,0.26666999999999996
2003-08,6M,0.32333
2003-08,12M,0.49333
2003-08,3M1,1.14
2003-08,3M2,0.05525
2003-08,3M3,3.63188
2003-08,3M4,2.15025
2003-09,SARON,0.108313
2003-09,1TGT,0.11
2003-09,EG3M,0.12
2003-09,1M,0.2
2003-09,3M0,0.25417
2003-09,6M,0.29833000000000004
2003-09,12M,0.43333
2003-09,3M1,1.16
2003-09,3M2,0.06175
2003-09,3M3,3.725
2003-09,3M4,2.12663
2003-10,SARON,0.094981
2003-10,1TGT,0.1
2003-10,EG3M,0.11900000000000001
2003-10,1M,0.20167000000000002
2003-10,3M0,0.24916999999999997
2003-10,6M,0.30917
2003-10,12M,0.53667
2003-10,3M1,1.1693799999999999
2003-10,3M2,0.05625
2003-10,3M3,3.9475
2003-10,3M4,2.16013
2003-11,SARON,0.12423599999999999
2003-11,1TGT,0.11
2003-11,EG3M,0.135
2003-11,1M,0.245
2003-11,3M0,0.26666999999999996
2003-11,6M,0.365
2003-11,12M,0.64583
2003-11,3M1,1.17188
2003-11,3M2,0.0575
2003-11,3M3,3.9831300000000005
2003-11,3M4,2.15425
2003-12,SARON,0.088898
2003-12,1TGT,0.09
2003-12,EG3M,0.106
2003-12,1M,0.22
2003-12,3M0,0.26
2003-12,6M,0.35
2003-12,12M,0.58
2003-12,3M1,1.15188
2003-12,3M2,0.06125
2003-12,3M3,4.0375
2003-12,3M4,2.123
2004-01,SARON,0.10220499999999999
2004-01,1TGT,0.1
2004-01,EG3M,0.115
2004-01,1M,0.2
2004-01,3M0,0.24666999999999997
2004-01,6M,0.32
2004-01,12M,0.53
2004-01,3M1,1.13
2004-01,3M2,0.0525
2004-01,3M3,4.145
2004-01,3M4,2.09288
2004-02,SARON,0.13703800000000002
2004-02,1TGT,0.09
2004-02,EG3M,0.15
2004-02,1M,0.22833
2004-02,3M0,0.25833
2004-02,6M,0.29833000000000004
2004-02,12M,0.45666999999999996
2004-02,3M1,1.12
2004-02,3M2,0.05125
2004-02,3M3,4.2043800000000005
2004-02,3M4,2.04838
2004-03,SARON,0.127074
2004-03,1TGT,0.1
2004-03,EG3M,0.135
2004-03,1M,0.21666999999999997
2004-03,3M0,0.25
2004-03,6M,0.3
2004-03,12M,0.45833
2004-03,3M1,1.11
2004-03,3M2,0.04875
2004-03,3M3,4.375
2004-03,3M4,1.96
2004-04,SARON,0.095564
2004-04,1TGT,0.12
2004-04,EG3M,0.182
2004-04,1M,0.21833000000000002
2004-04,3M0,0.27166999999999997
2004-04,6M,0.415
2004-04,12M,0.73
2004-04,3M1,1.18
2004-04,3M2,0.045880000000000004
2004-04,3M3,4.43375
2004-04,3M4,2.07163
2004-05,SARON,0.123369
2004-05,1TGT,0.1
2004-05,EG3M,0.17
2004-05,1M,0.2
2004-05,3M0,0.26
2004-05,6M,0.42833000000000004
2004-05,12M,0.785
2004-05,3M1,1.315
2004-05,3M2,0.04875
2004-05,3M3,4.6575
2004-05,3M4,2.08744
2004-06,SARON,0.399401
2004-06,1TGT,0.36
2004-06,EG3M,0.32899999999999996
2004-06,1M,0.4
2004-06,3M0,0.49833
2004-06,6M,0.75167
2004-06,12M,1.115
2004-06,3M1,1.61
2004-06,3M2,0.0525
2004-06,3M3,4.84375
2004-06,3M4,2.12
2004-07,SARON,0.20651399999999998
2004-07,1TGT,0.22
2004-07,EG3M,0.42
2004-07,1M,0.40333
2004-07,3M0,0.53
2004-07,6M,0.76
2004-07,12M,1.04167
2004-07,3M1,1.7
2004-07,3M2,0.05125
2004-07,3M3,4.93875
2004-07,3M4,2.117
2004-08,SARON,0.161115
2004-08,1TGT,0.18
2004-08,EG3M,0.44799999999999995
2004-08,1M,0.42
2004-08,3M0,0.62
2004-08,6M,0.73
2004-08,12M,0.925
2004-08,3M1,1.8
2004-08,3M2,0.051879999999999996
2004-08,3M3,4.9625
2004-08,3M4,2.11313
2004-09,SARON,0.534978
2004-09,1TGT,0.54
2004-09,EG3M,0.586
2004-09,1M,0.595
2004-09,3M0,0.7
2004-09,6M,0.80833
2004-09,12M,1.02
2004-09,3M1,2.02
2004-09,3M2,0.0525
2004-09,3M3,4.91875
2004-09,3M4,2.14625
2004-10,SARON,0.63102
2004-10,1TGT,0.58
2004-10,EG3M,0.59
2004-10,1M,0.645
2004-10,3M0,0.7266699999999999
2004-10,6M,0.8
2004-10,12M,0.9283299999999999
2004-10,3M1,2.17
2004-10,3M2,0.0525
2004-10,3M3,4.8975
2004-10,3M4,2.15288
2004-11,SARON,0.51558
2004-11,1TGT,0.45
2004-11,EG3M,0.634
2004-11,1M,0.68
2004-11,3M0,0.74
2004-11,6M,0.87
2004-11,12M,1.05
2004-11,3M1,2.41
2004-11,3M2,0.051879999999999996
2004-11,3M3,4.8590599999999995
2004-11,3M4,2.17325
2004-12,SARON,0.465742
2004-12,1TGT,0.55
2004-12,EG3M,0.634
2004-12,1M,0.66
2004-12,3M0,0.71667
2004-12,6M,0.8
2004-12,12M,0.99
2004-12,3M1,2.56438
2004-12,3M2,0.05313
2004-12,3M3,4.885
2004-12,3M4,2.1543799999999997
2005-01,SARON,0.641936
2005-01,1TGT,0.6
2005-01,EG3M,0.6659999999999999
2005-01,1M,0.71
2005-01,3M0,0.75
2005-01,6M,0.82
2005-01,12M,0.96
2005-01,3M1,2.75
2005-01,3M2,0.05375
2005-01,3M3,4.868130000000001
2005-01,3M4,2.1390000000000002
2005-02,SARON,0.678617
2005-02,1TGT,0.63
2005-02,EG3M,0.7090000000000001
2005-02,1M,0.71833
2005-02,3M0,0.7583300000000001
2005-02,6M,0.835
2005-02,12M,1.0066700000000002
2005-02,3M1,2.92
2005-02,3M2,0.05125
2005-02,3M3,4.95625
2005-02,3M4,2.13544
2005-03,SARON,0.789032
2005-03,1TGT,0.75
2005-03,EG3M,0.6940000000000001
2005-03,1M,0.75
2005-03,3M0,0.775
2005-03,6M,0.80833
2005-03,12M,0.95
2005-03,3M1,3.12
2005-03,3M2,0.05438
2005-03,3M3,4.98313
2005-03,3M4,2.14363
2005-04,SARON,0.639606
2005-04,1TGT,0.64
2005-04,EG3M,0.602
2005-04,1M,0.73833
2005-04,3M0,0.76
2005-04,6M,0.79
2005-04,12M,0.85
2005-04,3M1,3.21
2005-04,3M2,0.051879999999999996
2005-04,3M3,4.93875
2005-04,3M4,2.1263799999999997
2005-05,SARON,0.656483
2005-05,1TGT,0.66
2005-05,EG3M,0.682
2005-05,1M,0.73
2005-05,3M0,0.75
2005-05,6M,0.78
2005-05,12M,0.85
2005-05,3M1,3.3375
2005-05,3M2,0.05375
2005-05,3M3,4.86688
2005-05,3M4,2.12806
2005-06,SARON,0.632767
2005-06,1TGT,0.58
2005-06,EG3M,0.662
2005-06,1M,0.7266699999999999
2005-06,3M0,0.74833
2005-06,6M,0.76
2005-06,12M,0.78
2005-06,3M1,3.51625
2005-06,3M2,0.055
2005-06,3M3,4.75
2005-06,3M4,2.106
2005-07,SARON,0.6692819999999999
2005-07,1TGT,0.63
2005-07,EG3M,0.65
2005-07,1M,0.73
2005-07,3M0,0.755
2005-07,6M,0.78
2005-07,12M,0.84167
2005-07,3M1,3.7
2005-07,3M2,0.0575
2005-07,3M3,4.6193800000000005
2005-07,3M4,2.12688
2005-08,SARON,0.679983
2005-08,1TGT,0.63
2005-08,EG3M,0.6779999999999999
2005-08,1M,0.73
2005-08,3M0,0.76
2005-08,6M,0.8
2005-08,12M,0.915
2005-08,3M1,3.87
2005-08,3M2,0.05687999999999999
2005-08,3M3,4.58938
2005-08,3M4,2.13175
2005-09,SARON,0.674409
2005-09,1TGT,0.63
2005-09,EG3M,0.6859999999999999
2005-09,1M,0.74
2005-09,3M0,0.79
2005-09,6M,0.86
2005-09,12M,1.02833
2005-09,3M1,4.065
2005-09,3M2,0.06375
2005-09,3M3,4.6
2005-09,3M4,2.17388
2005-10,SARON,0.662986
2005-10,1TGT,0.61
2005-10,EG3M,0.745
2005-10,1M,0.75
2005-10,3M0,0.85
2005-10,6M,0.99
2005-10,12M,1.24167
2005-10,3M1,4.26
2005-10,3M2,0.06312999999999999
2005-10,3M3,4.60688
2005-10,3M4,2.26688
2005-11,SARON,0.6701050000000001
2005-11,1TGT,0.63
2005-11,EG3M,0.868
2005-11,1M,0.9116700000000001
2005-11,3M0,1.01
2005-11,6M,1.2
2005-11,12M,1.46
2005-11,3M1,4.42
2005-11,3M2,0.06375
2005-11,3M3,4.6175
2005-11,3M4,2.47538
2005-12,SARON,0.46021000000000006
2005-12,1TGT,0.63
2005-12,EG3M,0.9
2005-12,1M,0.8916700000000001
2005-12,3M0,1.01
2005-12,6M,1.1783299999999999
2005-12,12M,1.4083299999999999
2005-12,3M1,4.53625
2005-12,3M2,0.06625
2005-12,3M3,4.63938
2005-12,3M4,2.48663
2006-01,SARON,0.814283
2006-01,1TGT,0.75
2006-01,EG3M,0.9159999999999999
2006-01,1M,0.89
2006-01,3M0,1.02417
2006-01,6M,1.195
2006-01,12M,1.42667
2006-01,3M1,4.68
2006-01,3M2,0.06813
2006-01,3M3,4.59813
2006-01,3M4,2.54963
2006-02,SARON,0.9437399999999999
2006-02,1TGT,0.91
2006-02,EG3M,1.0
2006-02,1M,1.03
2006-02,3M0,1.17583
2006-02,6M,1.34
2006-02,12M,1.58333
2006-02,3M1,4.8225
2006-02,3M2,0.0925
2006-02,3M3,4.57875
2006-02,3M4,2.66363
2006-03,SARON,1.083605
2006-03,1TGT,1.03
2006-03,EG3M,1.091
2006-03,1M,1.14083
2006-03,3M0,1.2491700000000001
2006-03,6M,1.4
2006-03,12M,1.6866700000000001
2006-03,3M1,5.0
2006-03,3M2,0.11188
2006-03,3M3,4.61188
2006-03,3M4,2.8169999999999997
2006-04,SARON,1.175176
2006-04,1TGT,1.22
2006-04,EG3M,1.147
2006-04,1M,1.26
2006-04,3M0,1.34
2006-04,6M,1.5125
2006-04,12M,1.8033299999999999
2006-04,3M1,5.13
2006-04,3M2,0.1125
2006-04,3M3,4.665
2006-04,3M4,2.8515
2006-05,SARON,1.05847
2006-05,1TGT,1.16
2006-05,EG3M,1.26
2006-05,1M,1.31
2006-05,3M0,1.42333
2006-05,6M,1.5830000000000002
2006-05,12M,1.84
2006-05,3M1,5.23813
2006-05,3M2,0.29813
2006-05,3M3,4.71063
2006-05,3M4,2.9276299999999997
2006-06,SARON,1.33602
2006-06,1TGT,1.27
2006-06,EG3M,1.3259999999999998
2006-06,1M,1.42167
2006-06,3M0,1.52
2006-06,6M,1.69
2006-06,12M,1.98
2006-06,3M1,5.480630000000001
2006-06,3M2,0.355
2006-06,3M3,4.75375
2006-06,3M4,3.05763
2006-07,SARON,1.313445
2006-07,1TGT,1.3
2006-07,EG3M,1.334
2006-07,1M,1.42
2006-07,3M0,1.55
2006-07,6M,1.73
2006-07,12M,1.9708299999999999
2006-07,3M1,5.46563
2006-07,3M2,0.41313
2006-07,3M3,4.77688
2006-07,3M4,3.16263
2006-08,SARON,1.36719
2006-08,1TGT,1.33
2006-08,EG3M,1.4169999999999998
2006-08,1M,1.55
2006-08,3M0,1.68
2006-08,6M,1.82083
2006-08,12M,2.02167
2006-08,3M1,5.3975
2006-08,3M2,0.40094
2006-08,3M3,4.9825
2006-08,3M4,3.26363
2006-09,SARON,1.6920540000000002
2006-09,1TGT,1.61
2006-09,EG3M,1.569
2006-09,1M,1.7208299999999999
2006-09,3M0,1.81083
2006-09,6M,1.91083
2006-09,12M,2.08
2006-09,3M1,5.37
2006-09,3M2,0.42625
2006-09,3M3,5.074
2006-09,3M4,3.4171300000000002
2006-10,SARON,1.61608
2006-10,1TGT,1.59
2006-10,EG3M,1.681
2006-10,1M,1.73
2006-10,3M0,1.86
2006-10,6M,1.97
2006-10,12M,2.14
2006-10,3M1,5.37063
2006-10,3M2,0.44375
2006-10,3M3,5.1925
2006-10,3M4,3.5655
2006-11,SARON,1.8169400000000002
2006-11,1TGT,1.87
2006-11,EG3M,1.712
2006-11,1M,1.88
2006-11,3M0,1.95
2006-11,6M,2.06
2006-11,12M,2.21
2006-11,3M1,5.37
2006-11,3M2,0.51375
2006-11,3M3,5.25
2006-11,3M4,3.63575
2006-12,SARON,1.9222650000000001
2006-12,1TGT,1.94
2006-12,EG3M,1.88
2006-12,1M,2.04583
2006-12,3M0,2.1025
2006-12,6M,2.2
2006-12,12M,2.39
2006-12,3M1,5.36
2006-12,3M2,0.5675
2006-12,3M3,5.32
2006-12,3M4,3.7231300000000003
2007-01,SARON,1.987422
2007-01,1TGT,2.02
2007-01,EG3M,1.996
2007-01,1M,2.0808299999999997
2007-01,3M0,2.19
2007-01,6M,2.30667
2007-01,12M,2.51
2007-01,3M1,5.36
2007-01,3M2,0.52063
2007-01,3M3,5.59
2007-01,3M4,3.7815
2007-02,SARON,1.8712900000000001
2007-02,1TGT,1.94
2007-02,EG3M,2.04
2007-02,1M,2.12
2007-02,3M0,2.22
2007-02,6M,2.32
2007-02,12M,2.46
2007-02,3M1,5.34813
2007-02,3M2,0.71063
2007-02,3M3,5.53
2007-02,3M4,3.84975
